USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23824 14420 ?        Ss   09:19   0:03 /sbin/init splash
supprit   176129  0.0  0.7 1461308232 118552 ?   Sl   18:59   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2952140080682079336,13714026501088658434,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   176145  0.0  0.7 1461330376 113008 ?   Sl   18:59   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2952140080682079336,13714026501088658434,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit   176827  0.0  0.4 33941456 64664 ?      Sl   18:59   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=175938 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2952140080682079336,13714026501088658434,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
root      176835  0.0  0.0      0     0 ?        I    18:59   0:00 [kworker/5:0-events]
root      179499  0.0  0.0      0     0 ?        I    19:15   0:00 [kworker/10:2-mm_percpu_wq]
supprit   179599  0.0  0.0   9940  3680 ?        S    19:19   0:00 /bin/bash /usr/bin/brave-browser-stable
supprit   179607  0.0  0.0   8428  1860 ?        S    19:19   0:00 cat
supprit   179608  0.0  0.0   8428  1868 ?        S    19:19   0:00 cat
supprit   179609  3.0  3.2 34560268 510064 ?     SLl  19:19   3:54 /opt/brave.com/brave/brave
supprit   179611  0.0  0.0 33577576 4132 ?       Sl   19:19   0:00 /opt/brave.com/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/supprit/.config/BraveSoftware/Brave-Browser/Crash Reports --metrics-dir=/home/supprit/.config/BraveSoftware/Brave-Browser --url=https://cr.brave.com --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=141.1.83.120 --initial-client-fd=5 --shared-client-connection
supprit   179613  0.0  0.0 33568340 3504 ?       Sl   19:19   0:00 /opt/brave.com/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/supprit/.config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=141.1.83.120 --initial-client-fd=4 --shared-client-connection
supprit   179619  0.0  0.4 34255096 72268 ?      S    19:19   0:00 /opt/brave.com/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable
supprit   179620  0.0  0.4 34255084 72340 ?      S    19:19   0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable
supprit   179622  0.0  0.1 34255108 18940 ?      S    19:19   0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable
supprit   179653  4.8  1.8 34722044 296064 ?     Sl   19:19   6:05 /opt/brave.com/brave/brave --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,2727112490395197397,7122345286663660371,262144 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   179655  1.0  0.9 34049736 149756 ?     Sl   19:19   1:23 /opt/brave.com/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5629853619055578821,3295664335949966568,524288 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   179684  0.0  0.4 34323452 65088 ?      Sl   19:19   0:05 /opt/brave.com/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13042674973503080509,9016858779320156714,524288 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   179875  0.3  2.0 1460194692 324064 ?   Sl   19:19   0:27 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=26625594240 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1637677211318038334,11876704167697737750,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   179894  0.6  0.6 34082876 96112 ?      Sl   19:19   0:47 /opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15683303168717236592,9500211554512082951,524288 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   180050  0.0  1.1 1461855296 186948 ?   Sl   19:19   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=26633658408 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12535428977666881646,248599005257497268,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   180059  0.2  1.9 1460190452 308676 ?   Sl   19:19   0:18 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=26633789922 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9915757901632721848,2130301449169774516,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   182174 13.2  3.8 1460202788 615468 ?   Sl   19:20  16:37 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=26692649386 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12467532540462890064,15213304420333653572,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
root      183797  0.3  0.0      0     0 ?        I    19:27   0:27 [kworker/u72:1-i915]
root      183825  0.0  0.0      0     0 ?        I    19:28   0:00 [kworker/9:1-events]
root      184818  0.0  0.0      0     0 ?        I    19:45   0:00 [kworker/3:2-events]
root      185047  0.0  0.0      0     0 ?        S    20:03   0:00 [irq/156-mei_me]
root      185146  0.2  0.0      0     0 ?        I<   20:03   0:13 [kworker/u75:2-hci0]
root      185147  0.1  0.0      0     0 ?        I    20:03   0:09 [kworker/13:0-mm_percpu_wq]
supprit   185454  0.0  1.1 1977904 179712 ?      Sl   20:06   0:04 /usr/bin/nautilus --gapplication-service
root      185859  0.0  0.0      0     0 ?        I    20:09   0:00 [kworker/6:0-mm_percpu_wq]
supprit   186052  1.8  2.6 1460213016 424196 ?   Sl   20:11   1:23 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=28737804616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10655922350263436795,2566346770793995359,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   186288 17.3  3.5 1461907108 562664 ?   Sl   20:17  11:47 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=124 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=29120684709 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10475232431982335657,1100463128577228278,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
root      186605  0.0  0.0      0     0 ?        I    20:19   0:00 [kworker/11:0-mm_percpu_wq]
root      186677  0.0  0.0      0     0 ?        I    20:21   0:00 [kworker/u74:2-events_unbound]
root      186685  0.0  0.0      0     0 ?        I    20:22   0:00 [kworker/17:2]
supprit   186804  0.3  1.1 1460146080 175864 ?   Sl   20:23   0:13 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=136 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=29497995911 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15162945442158914533,13892384276002429620,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   187021  0.0  0.8 1460053936 130820 ?   Sl   20:25   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=143 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=29578854761 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1034874095384610834,3587466683523340012,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   187081  0.7  1.8 1461881060 285400 ?   Sl   20:25   0:28 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=146 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=29601530787 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5806261131682583061,14924258526510319017,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   187137  0.3  1.2 1461876540 190460 ?   Sl   20:26   0:11 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=149 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=29662331327 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7971007413956123683,11602746184846204846,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
supprit   187242  0.1  1.3 1460144944 206712 ?   Sl   20:26   0:05 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=179611 --enable-crash-reporter=8643113f-09cd-4e51-a33f-2c60e1423f76, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=154 --time-ticks-at-unix-epoch=-1771136723757587 --launch-time-ticks=29696811121 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,759348967594489307,1861792406052070655,2097152 --field-trial-handle=3,i,2982681678342136104,6410027753328422203,262144 --disable-features=EyeDropper --variations-seed-version=main@5d8196a879266de0bc463aecf6af4ba6d6cb2b81
root      187789  0.0  0.0      0     0 ?        I    20:31   0:00 [kworker/0:1-events]
root      188692  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/9:0-cgroup_destroy]
root      188730  0.0  0.0      0     0 ?        I    20:53   0:00 [kworker/4:0-events]
root      188731  0.0  0.0      0     0 ?        I    20:53   0:00 [kworker/13:2]
root      188736  0.0  0.0      0     0 ?        I    20:54   0:00 [kworker/u73:2-kvfree_rcu_reclaim]
root      188774  0.0  0.0      0     0 ?        I    20:56   0:00 [kworker/8:1]
root      188775  0.0  0.0      0     0 ?        I    20:58   0:00 [kworker/7:2-mm_percpu_wq]
root      188783  0.0  0.0      0     0 ?        I    21:00   0:00 [kworker/u73:0-kvfree_rcu_reclaim]
root      188851  0.0  0.0      0     0 ?        I    21:00   0:00 [kworker/2:1-i915-unordered]
root      188932  0.0  0.0      0     0 ?        I<   21:05   0:00 [kworker/u76:0-rb_allocator]
root      188934  0.0  0.0      0     0 ?        I    21:07   0:00 [kworker/4:2-cgroup_destroy]
root      188936  0.0  0.0      0     0 ?        I    21:08   0:00 [kworker/0:0]
root      188939  0.0  0.0      0     0 ?        I    21:09   0:00 [kworker/6:2-i915-unordered]
root      188982  0.0  0.0      0     0 ?        I    21:14   0:00 [kworker/u73:3-events_unbound]
root      188987  0.0  0.0      0     0 ?        I    21:15   0:00 [kworker/1:0-cgroup_destroy]
root      189014  0.0  0.0      0     0 ?        I    21:16   0:00 [kworker/11:1]
root      189015  0.0  0.0      0     0 ?        I    21:16   0:00 [kworker/14:0-events]
root      189016  0.0  0.0      0     0 ?        I    21:16   0:00 [kworker/3:1-cgroup_destroy]
root      189020  0.0  0.0      0     0 ?        I    21:17   0:00 [kworker/10:0]
root      189021  0.0  0.0      0     0 ?        I    21:17   0:00 [kworker/12:0]
root      189022  0.0  0.0      0     0 ?        I    21:18   0:00 [kworker/15:0-mm_percpu_wq]
root      189023  0.0  0.0      0     0 ?        I<   21:18   0:00 [kworker/u76:2-rb_allocator]
root      189031  0.0  0.0      0     0 ?        I    21:19   0:00 [kworker/14:2-events]
root      189032  0.0  0.0      0     0 ?        I    21:20   0:00 [kworker/u73:1-kvfree_rcu_reclaim]
root      189035  0.0  0.0      0     0 ?        I    21:20   0:00 [kworker/5:3]
root      189036  0.0  0.0      0     0 ?        I    21:21   0:00 [kworker/4:1-mm_percpu_wq]
root      189038  0.0  0.0      0     0 ?        I    21:21   0:00 [kworker/u73:4]
root      189039  0.0  0.0      0     0 ?        I    21:21   0:00 [kworker/u73:5-events_unbound]
supprit   189064  0.2  0.4 3170600 78812 ?       Sl   21:22   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
supprit   189161  0.4  0.4 573660 65352 ?        Ssl  21:22   0:00 /usr/libexec/gnome-terminal-server
supprit   189169  0.0  0.0  15356  9648 pts/0    Ss+  21:22   0:00 bash
root      189395  0.0  0.0      0     0 ?        I    21:22   0:00 [kworker/3:0]
supprit   189462  3.0  1.2 1478248340 195868 ?   SLsl 21:22   0:04 /snap/code/223/usr/share/code/code --no-sandbox . --ozone-platform=x11
supprit   189464  0.0  0.3 34067712 50884 ?      S    21:22   0:00 /snap/code/223/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
supprit   189465  0.0  0.3 34067724 50528 ?      S    21:22   0:00 /snap/code/223/usr/share/code/code --type=zygote --no-sandbox
supprit   189479  0.0  0.0 33576460 3404 ?       Sl   21:22   0:00 /snap/code/223/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=3529963e-e156-4ab8-8428-371230e08b90&iid=3529963e-e156-4ab8-8428-371230e08b90&sid=3529963e-e156-4ab8-8428-371230e08b90 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.109.2 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.3.0 --initial-client-fd=48 --shared-client-connection
supprit   189514  0.2  0.4 33888648 76612 ?      Sl   21:22   0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,97408313413647993,454272601349491535,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
root      189536  0.0  0.0      0     0 ?        I    21:22   0:00 [kworker/u72:2]
supprit   189581 20.8  2.7 1463443980 429092 ?   Sl   21:22   0:34 /snap/code/223/usr/share/code/code --type=zygote --no-sandbox
supprit   189597 14.5  1.1 34127652 188488 ?     Sl   21:22   0:23 /proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --disable-skia-graphite --ozone-platform=x11 --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,97408313413647993,454272601349491535,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
supprit   189632  1.8  0.7 1461316200 118372 ?   Sl   21:22   0:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,97408313413647993,454272601349491535,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
supprit   189633  0.3  0.6 1461349576 108752 ?   Sl   21:22   0:00 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=189479 --enable-crash-reporter=b0c5183a-2dd1-43d1-92d6-64721a569d17,no_channel --user-data-dir=/home/supprit/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,97408313413647993,454272601349491535,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
